customer_id,tenure_months,contract_type,monthly_charges,total_charges,internet_service,online_security,tech_support,streaming_tv,payment_method,paperless_billing,senior_citizen,partner,dependents,phone_service,multiple_lines,support_calls_3mo,avg_data_gb_3mo,late_payments_6mo,plan_changes_6mo,churned
CUST51308,16,One year,59.27,967.62,Fiber optic,No,No,No,Bank transfer (auto),Yes,0,Yes,No,Yes,Yes,4,16.71,2,1,0
CUST51309,26,One year,40.86,955.52,Fiber optic,No,No,No,Mailed check,No,0,Yes,No,Yes,Yes,4,25.42,0,0,1
CUST51310,14,Two year,69.6,912.13,DSL,No,No,No,Credit card (auto),No,0,Yes,No,Yes,Yes,4,13.42,0,1,1
CUST51311,30,Month-to-month,49.92,1690.11,No,No internet service,No internet service,No internet service,Electronic check,Yes,1,No,Yes,Yes,Yes,4,0.0,0,0,0
CUST51312,23,Month-to-month,82.79,1811.87,No,No internet service,No internet service,No internet service,Credit card (auto),Yes,0,No,No,Yes,Yes,1,0.0,1,0,0
CUST51313,8,Two year,39.48,344.23,Fiber optic,No,No,No,Electronic check,Yes,0,Yes,Yes,Yes,No,1,27.7,1,0,0
CUST51314,7,One year,108.96,721.37,DSL,No,No,Yes,Credit card (auto),Yes,0,No,No,Yes,No,1,109.42,0,0,0
CUST51315,6,Month-to-month,45.12,234.66,No,No internet service,No internet service,No internet service,Credit card (auto),Yes,0,No,No,Yes,Yes,3,0.0,0,0,0
CUST51316,9,Two year,118.57,1146.89,DSL,No,Yes,No,Mailed check,Yes,0,No,No,Yes,Yes,2,9.07,0,1,0
CUST51317,10,Two year,20.09,208.23,DSL,Yes,Yes,Yes,Bank transfer (auto),Yes,0,No,Yes,Yes,No,2,2.31,0,0,0
CUST51318,13,Two year,46.89,590.17,DSL,No,No,Yes,Electronic check,Yes,0,No,No,Yes,Yes,0,27.68,0,0,0
CUST51319,1,One year,95.49,91.92,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,Yes,No,Yes,No,1,0.0,0,0,0
CUST51320,3,Month-to-month,69.64,237.4,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,Yes,No,Yes,No,0,0.0,2,0,0
CUST51321,71,Month-to-month,38.56,2998.76,DSL,Yes,Yes,No,Electronic check,Yes,0,Yes,No,Yes,No,3,11.1,1,0,1
CUST51322,4,Two year,42.33,171.56,Fiber optic,Yes,Yes,Yes,Bank transfer (auto),Yes,0,No,No,Yes,No,2,39.34,0,0,0
CUST51323,2,Month-to-month,80.37,164.78,Fiber optic,Yes,Yes,Yes,Bank transfer (auto),Yes,0,Yes,No,No,No phone service,3,25.22,0,1,1
CUST51324,55,One year,99.63,5028.75,Fiber optic,No,Yes,Yes,Credit card (auto),Yes,0,No,Yes,Yes,No,0,11.35,0,0,0
CUST51325,7,Month-to-month,111.81,724.61,No,No internet service,No internet service,No internet service,Credit card (auto),No,0,No,Yes,No,No phone service,4,0.0,0,0,0
CUST51326,18,Two year,102.14,1835.05,Fiber optic,No,Yes,No,Mailed check,Yes,1,No,No,Yes,Yes,1,18.03,0,0,0
CUST51327,11,Month-to-month,80.07,807.27,No,No internet service,No internet service,No internet service,Credit card (auto),No,0,Yes,No,Yes,Yes,1,0.0,0,0,0
CUST51328,1,Month-to-month,115.74,124.73,DSL,No,No,No,Electronic check,Yes,0,No,No,Yes,Yes,4,26.67,0,1,0
CUST51329,72,Two year,97.25,7131.94,Fiber optic,No,No,No,Credit card (auto),No,0,No,No,Yes,No,0,56.69,1,2,0
CUST51330,37,Month-to-month,118.14,4273.11,No,No internet service,No internet service,No internet service,Credit card (auto),No,0,No,Yes,Yes,No,2,0.0,1,1,1
CUST51331,20,One year,77.5,1581.15,Fiber optic,No,No,No,Credit card (auto),Yes,0,No,No,Yes,No,0,38.82,1,1,0
CUST51332,1,Month-to-month,29.86,34.32,DSL,Yes,No,No,Electronic check,No,0,No,No,Yes,Yes,2,6.14,0,0,0
CUST51333,15,Month-to-month,115.81,1509.06,Fiber optic,Yes,Yes,No,Electronic check,Yes,0,Yes,No,No,No phone service,2,8.14,0,1,0
CUST51334,2,Month-to-month,51.0,107.18,DSL,No,No,Yes,Electronic check,Yes,0,No,No,Yes,Yes,5,35.19,0,0,1
CUST51335,27,Month-to-month,97.43,2614.74,DSL,Yes,No,No,Credit card (auto),Yes,1,Yes,No,Yes,No,1,6.44,1,1,0
CUST51336,28,Month-to-month,86.4,2714.81,Fiber optic,No,Yes,No,Credit card (auto),No,1,No,Yes,Yes,Yes,2,2.75,1,0,0
CUST51337,4,Two year,59.48,247.83,Fiber optic,No,Yes,No,Mailed check,Yes,0,Yes,Yes,Yes,No,1,19.24,0,0,1
CUST51338,30,Two year,35.3,1019.21,Fiber optic,No,Yes,No,Bank transfer (auto),Yes,1,No,No,Yes,Yes,2,21.74,0,0,0
CUST51339,35,Month-to-month,62.22,2000.21,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,No,No,Yes,No,3,0.0,1,0,0
CUST51340,21,Two year,101.23,2358.67,Fiber optic,No,No,No,Bank transfer (auto),No,0,Yes,No,Yes,Yes,1,13.75,0,2,0
CUST51341,19,Month-to-month,39.99,701.33,DSL,No,No,Yes,Electronic check,Yes,0,No,No,Yes,No,3,16.74,0,4,1
CUST51342,3,Two year,65.53,198.8,DSL,Yes,Yes,No,Credit card (auto),No,0,Yes,No,Yes,No,3,0.76,2,1,0
CUST51343,2,One year,41.96,72.7,No,No internet service,No internet service,No internet service,Mailed check,No,0,Yes,No,Yes,No,0,0.0,0,1,0
CUST51344,5,Month-to-month,48.24,228.49,Fiber optic,No,No,No,Electronic check,Yes,0,No,No,Yes,Yes,1,2.04,0,0,1
CUST51345,10,One year,118.21,1283.91,No,No internet service,No internet service,No internet service,Credit card (auto),Yes,0,No,Yes,Yes,No,1,0.0,3,0,0
CUST51346,3,One year,112.27,321.21,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,Yes,Yes,Yes,Yes,4,0.0,0,0,1
CUST51347,43,One year,97.35,3574.07,DSL,No,Yes,Yes,Mailed check,Yes,0,No,No,No,No phone service,2,18.09,0,0,0
CUST51348,4,Month-to-month,75.75,303.49,No,No internet service,No internet service,No internet service,Mailed check,Yes,0,Yes,No,Yes,Yes,1,0.0,0,0,0
CUST51349,20,Month-to-month,103.51,2363.65,Fiber optic,Yes,No,No,Bank transfer (auto),Yes,0,Yes,No,Yes,Yes,3,16.57,0,0,0
CUST51350,1,Month-to-month,107.52,104.45,DSL,Yes,Yes,No,Credit card (auto),No,1,Yes,No,No,No phone service,1,39.39,0,0,0
CUST51351,7,One year,116.53,861.86,Fiber optic,Yes,Yes,No,Bank transfer (auto),No,0,No,Yes,Yes,No,2,35.43,1,1,1
CUST51352,3,Month-to-month,51.17,130.74,Fiber optic,Yes,No,No,Bank transfer (auto),Yes,1,No,No,Yes,Yes,0,10.79,0,1,0
CUST51353,21,One year,57.53,1309.29,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,Yes,No,Yes,No,1,0.0,1,1,0
CUST51354,9,Month-to-month,27.63,267.92,No,No internet service,No internet service,No internet service,Bank transfer (auto),Yes,0,No,No,Yes,Yes,1,0.0,1,0,1
CUST51355,19,One year,88.92,1778.02,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,Yes,Yes,Yes,No,2,0.0,0,0,0
CUST51356,13,Month-to-month,56.15,664.57,No,No internet service,No internet service,No internet service,Credit card (auto),No,0,Yes,No,Yes,No,2,0.0,0,1,0
CUST51357,23,Month-to-month,84.73,1926.19,Fiber optic,No,No,Yes,Electronic check,No,1,No,No,No,No phone service,3,43.11,0,2,1
CUST51358,64,One year,94.12,5614.88,Fiber optic,No,Yes,Yes,Bank transfer (auto),No,0,Yes,Yes,Yes,No,2,13.86,2,0,0
CUST51359,19,Month-to-month,114.33,2259.2,Fiber optic,No,No,No,Mailed check,No,0,Yes,No,Yes,No,3,10.37,1,0,1
CUST51360,29,Month-to-month,70.29,2146.89,DSL,No,No,Yes,Electronic check,Yes,0,Yes,Yes,Yes,Yes,0,5.4,0,0,0
CUST51361,22,Month-to-month,24.0,449.21,No,No internet service,No internet service,No internet service,Bank transfer (auto),No,1,Yes,Yes,Yes,No,0,0.0,0,0,1
CUST51362,10,Month-to-month,21.29,193.67,Fiber optic,No,No,No,Bank transfer (auto),No,0,Yes,No,Yes,Yes,2,22.48,1,1,1
CUST51363,4,One year,108.35,486.1,Fiber optic,No,No,Yes,Mailed check,Yes,0,No,Yes,Yes,No,1,28.38,0,0,1
CUST51364,14,Two year,117.0,1555.57,Fiber optic,No,No,No,Bank transfer (auto),Yes,0,Yes,No,Yes,No,2,28.6,0,1,0
CUST51365,3,One year,24.05,64.67,Fiber optic,No,No,No,Electronic check,Yes,0,Yes,Yes,Yes,No,4,27.48,0,0,0
CUST51366,4,Month-to-month,44.47,174.25,Fiber optic,No,No,No,Mailed check,Yes,0,Yes,No,Yes,No,0,10.73,0,0,1
CUST51367,40,Month-to-month,44.38,1996.74,No,No internet service,No internet service,No internet service,Bank transfer (auto),Yes,0,No,No,Yes,Yes,4,0.0,0,0,0
CUST51368,9,One year,55.98,472.95,DSL,No,Yes,Yes,Credit card (auto),No,1,No,No,Yes,Yes,2,12.11,1,0,1
CUST51369,1,Month-to-month,110.12,104.07,No,No internet service,No internet service,No internet service,Electronic check,No,0,No,No,Yes,Yes,2,0.0,0,2,0
CUST51370,1,Month-to-month,72.7,62.12,Fiber optic,No,Yes,No,Credit card (auto),No,0,Yes,No,No,No phone service,2,17.87,0,0,1
CUST51371,54,Month-to-month,94.85,5434.56,No,No internet service,No internet service,No internet service,Mailed check,Yes,0,No,Yes,Yes,No,4,0.0,1,2,1
CUST51372,15,Two year,44.61,626.4,Fiber optic,Yes,No,No,Bank transfer (auto),Yes,0,No,No,Yes,Yes,5,19.78,1,0,0
CUST51373,6,Month-to-month,31.53,181.67,No,No internet service,No internet service,No internet service,Credit card (auto),Yes,0,Yes,No,Yes,Yes,1,0.0,0,1,0
CUST51374,15,One year,44.72,597.08,Fiber optic,No,No,No,Electronic check,No,1,No,No,Yes,No,2,2.03,0,0,0
CUST51375,11,Month-to-month,55.37,614.43,Fiber optic,Yes,No,No,Credit card (auto),Yes,1,No,Yes,Yes,Yes,1,29.44,0,0,0
CUST51376,20,Month-to-month,54.03,1217.14,DSL,No,Yes,No,Bank transfer (auto),No,0,No,Yes,Yes,Yes,2,2.28,1,2,0
CUST51377,1,Month-to-month,36.37,38.31,DSL,Yes,No,Yes,Electronic check,No,0,No,Yes,Yes,No,2,15.67,2,1,1
CUST51378,12,One year,21.82,241.87,DSL,No,No,No,Electronic check,Yes,0,Yes,No,No,No phone service,2,11.44,0,0,1
CUST51379,7,Month-to-month,23.79,163.2,DSL,No,Yes,Yes,Electronic check,Yes,0,No,No,Yes,No,3,0.63,0,0,1
CUST51380,10,Two year,58.2,582.83,DSL,No,Yes,No,Mailed check,Yes,0,Yes,Yes,Yes,No,4,27.4,1,0,0
CUST51381,35,One year,91.75,3553.06,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,Yes,Yes,Yes,No,2,0.0,1,1,0
CUST51382,15,One year,101.48,1333.81,No,No internet service,No internet service,No internet service,Electronic check,No,0,Yes,No,Yes,Yes,1,0.0,2,1,0
CUST51383,1,Month-to-month,43.98,38.73,Fiber optic,No,No,No,Electronic check,No,0,No,No,Yes,Yes,2,22.32,0,1,0
CUST51384,26,Month-to-month,97.35,2204.53,Fiber optic,No,Yes,No,Electronic check,Yes,0,Yes,No,Yes,Yes,2,13.74,0,0,0
CUST51385,5,Month-to-month,89.62,409.11,No,No internet service,No internet service,No internet service,Mailed check,Yes,0,No,No,Yes,Yes,1,0.0,0,0,0
CUST51386,5,Month-to-month,73.75,355.56,Fiber optic,Yes,Yes,No,Credit card (auto),Yes,1,Yes,No,No,No phone service,2,1.74,2,0,0
CUST51387,2,One year,59.18,103.1,DSL,Yes,No,No,Bank transfer (auto),No,0,No,No,Yes,Yes,1,1.83,0,1,0
CUST51388,17,Month-to-month,103.15,1839.26,No,No internet service,No internet service,No internet service,Bank transfer (auto),No,0,No,Yes,No,No phone service,0,0.0,1,0,0
CUST51389,1,Two year,78.56,89.27,Fiber optic,No,No,No,Electronic check,No,0,No,No,Yes,No,3,4.74,1,0,0
CUST51390,3,Month-to-month,30.94,79.57,Fiber optic,Yes,Yes,No,Electronic check,Yes,0,Yes,Yes,Yes,Yes,3,33.56,1,0,1
CUST51391,8,Month-to-month,100.38,751.08,DSL,No,No,Yes,Mailed check,Yes,0,No,No,Yes,Yes,2,33.24,1,0,1
CUST51392,10,Month-to-month,79.01,784.16,Fiber optic,No,No,No,Electronic check,No,0,Yes,No,Yes,Yes,3,2.88,0,1,1
CUST51393,28,One year,29.66,761.4,Fiber optic,No,No,No,Electronic check,Yes,0,No,No,Yes,No,3,6.28,1,0,1
CUST51394,51,Month-to-month,39.6,2114.89,Fiber optic,No,Yes,Yes,Bank transfer (auto),Yes,0,No,No,Yes,No,1,2.8,1,0,0
CUST51395,72,Month-to-month,98.25,6190.28,Fiber optic,No,No,Yes,Mailed check,Yes,1,Yes,No,Yes,Yes,3,1.03,0,0,1
CUST51396,11,One year,67.32,769.37,Fiber optic,No,Yes,Yes,Electronic check,Yes,1,No,Yes,Yes,No,3,9.11,3,1,1
CUST51397,6,Two year,100.5,610.18,Fiber optic,Yes,Yes,No,Bank transfer (auto),Yes,0,Yes,No,No,No phone service,0,22.61,1,1,0
CUST51398,14,Month-to-month,27.52,345.72,No,No internet service,No internet service,No internet service,Bank transfer (auto),Yes,0,No,No,Yes,No,4,0.0,0,0,0
CUST51399,1,One year,79.03,78.12,Fiber optic,Yes,Yes,No,Electronic check,Yes,0,Yes,No,Yes,No,3,9.41,0,0,0
CUST51400,1,Month-to-month,27.11,30.74,DSL,No,Yes,Yes,Electronic check,No,1,Yes,No,Yes,Yes,2,15.79,0,0,0
CUST51401,20,Month-to-month,98.21,1685.1,No,No internet service,No internet service,No internet service,Credit card (auto),No,0,No,No,Yes,No,4,0.0,0,0,0
CUST51402,3,Month-to-month,94.72,309.71,Fiber optic,No,No,Yes,Electronic check,Yes,0,No,No,Yes,No,2,16.81,0,1,0
CUST51403,62,Month-to-month,114.95,6505.17,Fiber optic,No,No,Yes,Mailed check,Yes,0,Yes,No,Yes,No,2,29.08,1,2,0
CUST51404,72,Month-to-month,58.07,4270.97,Fiber optic,No,No,No,Credit card (auto),Yes,0,Yes,No,Yes,Yes,0,6.92,0,1,0
CUST51405,43,Month-to-month,66.26,2546.59,Fiber optic,No,No,Yes,Bank transfer (auto),Yes,0,Yes,No,Yes,No,2,3.04,0,1,1
CUST51406,12,Month-to-month,104.64,1362.65,Fiber optic,Yes,Yes,Yes,Electronic check,Yes,1,No,Yes,No,No phone service,3,41.81,1,0,0
CUST51407,41,Month-to-month,81.05,3593.7,Fiber optic,No,Yes,No,Credit card (auto),No,0,Yes,No,Yes,Yes,1,49.82,0,0,0
CUST51408,1,One year,26.24,26.22,Fiber optic,No,Yes,No,Credit card (auto),Yes,0,No,No,Yes,Yes,2,3.59,1,0,1
CUST51409,33,Month-to-month,81.12,3068.12,Fiber optic,No,Yes,No,Electronic check,No,1,Yes,No,No,No phone service,3,28.94,1,1,0
CUST51410,13,Month-to-month,112.54,1479.97,DSL,No,No,No,Electronic check,Yes,0,Yes,No,Yes,No,3,17.2,2,0,0
CUST51411,12,One year,40.42,439.68,Fiber optic,Yes,No,No,Mailed check,No,0,No,No,Yes,No,3,21.58,0,0,0
CUST51412,27,Two year,64.93,1679.04,DSL,No,Yes,Yes,Electronic check,Yes,1,Yes,No,Yes,No,3,23.69,0,0,0
CUST51413,1,One year,71.04,68.35,DSL,No,No,Yes,Bank transfer (auto),Yes,0,No,No,Yes,No,3,9.06,1,0,0
CUST51414,10,Month-to-month,116.35,1176.7,DSL,No,No,Yes,Electronic check,Yes,0,Yes,Yes,Yes,Yes,3,46.59,0,3,1
CUST51415,12,Two year,24.58,280.99,DSL,Yes,Yes,Yes,Credit card (auto),Yes,0,Yes,Yes,No,No phone service,6,35.46,1,1,0
CUST51416,1,Month-to-month,92.84,93.77,Fiber optic,No,No,No,Electronic check,Yes,0,Yes,Yes,Yes,No,3,3.31,1,1,1
CUST51417,2,One year,42.58,93.19,Fiber optic,Yes,No,No,Bank transfer (auto),Yes,0,Yes,No,Yes,No,1,9.26,1,0,1
CUST51418,12,Month-to-month,101.58,1190.46,Fiber optic,No,No,No,Credit card (auto),No,0,No,Yes,Yes,No,2,11.52,0,0,0
CUST51419,3,One year,31.85,102.6,DSL,Yes,No,Yes,Electronic check,Yes,1,Yes,No,Yes,No,1,22.11,0,1,1
CUST51420,26,Month-to-month,43.28,1029.86,DSL,No,No,Yes,Credit card (auto),No,0,No,No,Yes,No,2,26.5,0,0,0
CUST51421,41,Two year,68.71,2666.33,No,No internet service,No internet service,No internet service,Bank transfer (auto),No,0,No,No,Yes,No,6,0.0,1,0,0
CUST51422,1,Month-to-month,85.53,88.77,DSL,No,No,Yes,Credit card (auto),Yes,0,No,No,No,No phone service,2,1.06,1,1,0
CUST51423,24,Month-to-month,31.06,764.68,Fiber optic,Yes,Yes,Yes,Credit card (auto),No,0,No,No,No,No phone service,4,33.46,0,0,1
CUST51424,4,Month-to-month,59.39,237.59,Fiber optic,Yes,No,No,Mailed check,Yes,0,No,Yes,Yes,No,0,70.19,0,1,0
CUST51425,15,Month-to-month,24.78,408.64,Fiber optic,No,No,Yes,Credit card (auto),Yes,1,Yes,Yes,Yes,No,2,44.71,1,0,1
CUST51426,16,Month-to-month,70.11,1034.03,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,No,Yes,Yes,Yes,1,0.0,1,0,1
CUST51427,4,Month-to-month,55.66,235.38,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,Yes,No,Yes,Yes,1,0.0,0,0,1
CUST51428,7,Month-to-month,68.59,418.51,No,No internet service,No internet service,No internet service,Bank transfer (auto),No,0,Yes,No,Yes,No,4,0.0,1,0,1
CUST51429,8,Month-to-month,56.97,427.77,Fiber optic,No,No,No,Credit card (auto),Yes,0,Yes,No,Yes,Yes,2,15.61,0,0,1
CUST51430,30,Month-to-month,52.26,1491.47,DSL,Yes,No,No,Bank transfer (auto),No,0,Yes,No,Yes,No,3,3.94,0,1,0
CUST51431,9,Month-to-month,45.17,431.08,Fiber optic,No,No,Yes,Mailed check,Yes,0,Yes,Yes,Yes,No,1,58.02,0,0,1
CUST51432,1,Two year,25.84,23.96,DSL,Yes,No,No,Bank transfer (auto),Yes,0,No,Yes,Yes,Yes,2,8.69,0,1,0
CUST51433,39,Month-to-month,92.94,3773.09,No,No internet service,No internet service,No internet service,Credit card (auto),Yes,1,No,No,Yes,No,1,0.0,0,0,1
CUST51434,2,Month-to-month,81.19,178.29,Fiber optic,Yes,Yes,No,Bank transfer (auto),Yes,0,No,No,Yes,No,2,59.02,0,0,1
CUST51435,10,Month-to-month,104.57,989.33,Fiber optic,No,No,Yes,Electronic check,No,0,Yes,Yes,Yes,No,3,19.44,0,0,1
CUST51436,7,Two year,67.05,520.3,No,No internet service,No internet service,No internet service,Mailed check,No,0,Yes,No,No,No phone service,2,0.0,0,1,1
CUST51437,5,Month-to-month,94.11,480.33,DSL,No,Yes,Yes,Mailed check,No,0,Yes,No,Yes,Yes,0,50.89,0,2,0
CUST51438,24,Month-to-month,23.71,542.35,Fiber optic,No,No,No,Bank transfer (auto),No,0,Yes,No,Yes,No,1,11.86,0,1,1
CUST51439,64,Month-to-month,42.11,2427.51,DSL,No,No,No,Bank transfer (auto),No,0,No,Yes,Yes,Yes,4,21.61,1,0,1
CUST51440,49,Two year,91.44,4421.62,DSL,No,Yes,No,Credit card (auto),Yes,0,No,Yes,Yes,No,5,23.63,1,1,0
CUST51441,18,Month-to-month,110.19,1952.87,Fiber optic,No,Yes,Yes,Bank transfer (auto),Yes,0,Yes,Yes,Yes,Yes,1,10.03,0,0,0
CUST51442,6,Two year,65.62,342.3,Fiber optic,No,Yes,No,Electronic check,Yes,0,No,No,Yes,Yes,2,11.72,0,0,0
CUST51443,9,Month-to-month,68.32,668.73,DSL,No,No,No,Electronic check,No,0,No,No,Yes,No,0,26.88,1,1,0
CUST51444,12,One year,87.15,1100.43,DSL,Yes,No,No,Electronic check,Yes,0,Yes,Yes,Yes,Yes,6,4.76,0,1,0
CUST51445,49,Month-to-month,32.64,1480.81,Fiber optic,Yes,Yes,Yes,Electronic check,No,0,Yes,No,Yes,No,1,23.71,0,1,0
CUST51446,1,One year,109.7,111.63,Fiber optic,No,No,Yes,Credit card (auto),No,0,Yes,No,Yes,No,3,13.92,0,1,0
CUST51447,1,Month-to-month,108.9,123.97,Fiber optic,Yes,Yes,No,Mailed check,No,0,Yes,No,Yes,No,1,54.21,1,1,0
CUST51448,19,Two year,51.44,1114.06,Fiber optic,Yes,No,No,Electronic check,No,0,Yes,No,Yes,Yes,4,2.0,0,0,1
CUST51449,53,One year,26.83,1347.42,DSL,No,Yes,Yes,Credit card (auto),Yes,1,No,Yes,Yes,No,1,7.26,0,2,0
CUST51450,54,One year,31.76,1518.58,DSL,No,Yes,No,Mailed check,No,0,Yes,No,Yes,No,2,1.75,1,0,0
CUST51451,6,Two year,44.86,283.59,Fiber optic,No,No,No,Mailed check,Yes,0,Yes,No,Yes,No,2,22.14,0,2,1
CUST51452,4,One year,23.8,83.4,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,No,No,Yes,Yes,2,0.0,0,1,1
CUST51453,39,Two year,115.05,4830.18,Fiber optic,No,Yes,No,Credit card (auto),No,0,No,No,Yes,No,2,104.34,0,2,0
CUST51454,12,Month-to-month,52.68,693.59,No,No internet service,No internet service,No internet service,Credit card (auto),Yes,0,Yes,No,Yes,No,3,0.0,1,0,0
CUST51455,25,Month-to-month,29.54,692.14,DSL,Yes,Yes,No,Mailed check,Yes,0,Yes,No,Yes,Yes,4,21.78,0,0,0
CUST51456,60,Two year,46.77,2671.32,Fiber optic,No,Yes,No,Electronic check,Yes,0,Yes,No,Yes,No,2,5.95,1,0,0
CUST51457,16,Month-to-month,119.02,2147.0,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,Yes,No,Yes,No,2,0.0,1,0,1
CUST51458,3,Month-to-month,42.85,136.17,Fiber optic,No,Yes,No,Electronic check,No,0,No,No,Yes,Yes,5,56.72,0,0,0
CUST51459,42,One year,112.85,4335.03,No,No internet service,No internet service,No internet service,Credit card (auto),Yes,0,No,Yes,Yes,No,0,0.0,0,0,0
CUST51460,22,Month-to-month,52.74,1091.29,No,No internet service,No internet service,No internet service,Credit card (auto),Yes,0,No,No,Yes,Yes,1,0.0,0,0,0
CUST51461,7,Month-to-month,65.73,453.51,Fiber optic,Yes,Yes,Yes,Electronic check,No,0,No,No,Yes,Yes,1,8.54,1,0,1
CUST51462,13,Month-to-month,20.01,226.86,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,No,No,Yes,Yes,4,0.0,2,0,0
CUST51463,3,Month-to-month,116.8,353.51,DSL,No,No,Yes,Mailed check,Yes,1,No,Yes,Yes,Yes,4,3.16,0,0,1
CUST51464,33,Month-to-month,66.28,2471.95,No,No internet service,No internet service,No internet service,Electronic check,No,0,Yes,Yes,Yes,Yes,0,0.0,0,0,0
CUST51465,20,One year,61.75,1412.39,DSL,Yes,No,Yes,Bank transfer (auto),Yes,1,Yes,Yes,Yes,No,1,1.44,1,0,0
CUST51466,8,Month-to-month,73.68,591.41,Fiber optic,No,No,Yes,Electronic check,No,0,Yes,Yes,Yes,No,0,31.47,1,0,0
CUST51467,72,One year,70.6,4377.14,Fiber optic,No,Yes,No,Electronic check,No,0,Yes,No,No,No phone service,2,69.62,0,0,0
CUST51468,5,One year,103.59,561.47,Fiber optic,No,No,No,Electronic check,Yes,0,Yes,No,Yes,No,1,19.92,1,0,0
CUST51469,30,Two year,84.81,2481.66,Fiber optic,No,No,No,Bank transfer (auto),No,0,No,No,Yes,Yes,1,3.52,0,0,0
CUST51470,72,Two year,29.33,2066.28,DSL,No,No,No,Bank transfer (auto),No,0,No,No,Yes,No,2,10.9,0,0,0
CUST51471,72,Month-to-month,57.98,3644.69,Fiber optic,No,Yes,No,Electronic check,Yes,0,Yes,No,Yes,Yes,2,96.74,1,0,0
CUST51472,11,Month-to-month,90.81,1042.46,Fiber optic,Yes,No,Yes,Electronic check,Yes,1,No,No,Yes,Yes,2,17.6,0,1,0
CUST51473,23,Two year,20.54,414.08,DSL,Yes,No,Yes,Bank transfer (auto),Yes,0,No,No,No,No phone service,3,20.47,0,0,1
CUST51474,5,Month-to-month,26.76,150.53,Fiber optic,No,No,Yes,Credit card (auto),Yes,1,No,No,Yes,No,2,10.56,0,1,0
CUST51475,1,Month-to-month,81.8,81.73,DSL,Yes,No,Yes,Credit card (auto),Yes,0,Yes,No,Yes,Yes,5,36.89,0,0,0
CUST51476,55,Two year,91.78,4842.87,DSL,No,No,No,Electronic check,Yes,0,Yes,Yes,Yes,No,0,26.09,0,2,0
CUST51477,1,Two year,58.89,55.51,DSL,No,Yes,No,Mailed check,No,0,Yes,Yes,Yes,Yes,1,4.71,1,0,1
CUST51478,24,Month-to-month,21.53,484.87,No,No internet service,No internet service,No internet service,Electronic check,No,1,Yes,No,Yes,No,3,0.0,0,0,0
CUST51479,40,Month-to-month,89.29,3368.95,No,No internet service,No internet service,No internet service,Bank transfer (auto),No,0,Yes,No,Yes,No,4,0.0,0,1,0
CUST51480,17,Month-to-month,116.48,1693.27,Fiber optic,Yes,No,No,Electronic check,Yes,0,No,No,Yes,No,1,30.95,0,0,0
CUST51481,1,One year,76.42,86.55,Fiber optic,Yes,No,No,Electronic check,Yes,0,No,Yes,Yes,Yes,1,23.01,1,0,0
CUST51482,18,Two year,69.34,1065.83,DSL,No,Yes,No,Credit card (auto),No,0,Yes,No,Yes,No,0,6.24,2,0,0
CUST51483,18,One year,91.52,1665.64,DSL,No,No,Yes,Bank transfer (auto),Yes,0,No,Yes,Yes,Yes,0,44.77,0,1,0
CUST51484,15,Two year,70.25,1062.48,Fiber optic,Yes,Yes,No,Electronic check,Yes,0,No,No,No,No phone service,2,30.21,1,1,0
CUST51485,4,Month-to-month,41.34,174.2,No,No internet service,No internet service,No internet service,Electronic check,No,0,No,No,Yes,No,1,0.0,1,1,1
CUST51486,18,Two year,26.73,542.26,Fiber optic,No,Yes,Yes,Electronic check,Yes,0,No,No,Yes,Yes,1,7.75,0,2,0
CUST51487,17,Month-to-month,79.97,1522.95,DSL,No,No,Yes,Bank transfer (auto),Yes,0,Yes,No,Yes,No,5,2.07,1,2,1
CUST51488,19,Two year,60.71,1326.26,DSL,Yes,No,No,Electronic check,Yes,1,Yes,No,Yes,No,3,16.29,0,0,0
CUST51489,5,Month-to-month,107.28,462.91,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,Yes,No,Yes,No,1,0.0,0,2,1
CUST51490,8,Month-to-month,49.92,376.01,DSL,Yes,No,No,Credit card (auto),No,0,No,Yes,Yes,Yes,2,2.34,0,0,1
CUST51491,33,Two year,110.16,3838.89,DSL,No,Yes,Yes,Electronic check,No,0,Yes,No,Yes,No,1,9.35,1,0,0
CUST51492,1,Two year,39.07,34.69,Fiber optic,No,No,Yes,Mailed check,No,0,Yes,No,Yes,No,1,4.26,0,0,0
CUST51493,18,Month-to-month,117.08,1902.22,Fiber optic,Yes,No,No,Mailed check,Yes,0,No,No,Yes,No,2,1.29,3,0,1
CUST51494,10,Month-to-month,70.23,791.85,DSL,Yes,Yes,Yes,Bank transfer (auto),Yes,0,No,Yes,Yes,No,2,1.79,0,1,1
